256,-889,4096
524,-2481,8255
540,-793,-28641
318,-857,-14129
808,6160,8446
524,-2033,8255
768,-865,-15105
256,-889,4096
-1837,1648,4096
16,32,-8129
284,-793,4096
512,-1761,-28513
512,2760,8256
516,-1473,8192
16,1808,2064
-1,1728,-15105
528,-993,-14129
556,-1401,-30465
320,-1785,4607
0,1848,-30657
516,-689,8255
304,-449,1024
784,-889,-14321
776,-945,4223
12,1696,-14193
1024,-1985,8255
544,-1905,4223
256,-97,-14289
536,-1473,8255
4,1392,-28449
0,-777,-14097
772,2824,8383
780,-689,8255
1288,-2017,16510
14,800,-14321
808,-449,-14097
304,-1625,8383
560,-1081,-28513
528,-1017,-28577
0,1848,2192
768,-945,-28513
544,-1713,16510
316,-1001,-14321
318,-889,2048
30,1536,2064
512,3720,-30465
296,-9,-30529
536,-609,-28513
284,-305,-15297
0,3136,4223
528,-961,-14129
1024,-1985,16510
256,-857,-28641
16,772,-14225
32,1136,-15105
256,-777,-30593
520,-777,-30657
776,-449,-14193
312,-449,-6921
776,-705,-28641
62,-93,2048
780,-1153,-30465
528,-833,-14193
286,-745,-28641
16,3600,-28641
100,-33,-7033
1800,-2033,4223
318,2120,4351
800,-1905,-28641
28,3328,8255
776,-1969,4223
1544,-769,-15105
304,-2001,-28641
1544,-6049,16636
0,1536,-14097
272,-665,-28449
540,-865,-14193
516,-1777,8255
286,-269,-14193
16,1152,-28641
544,-1921,4096
556,-1905,-28641
256,-113,-15329
24,1552,-14321
768,-793,-14321
8,-569,-28449
280,-577,-30657
528,-1873,4223
564,-993,4223
284,-61,-7033
308,3840,4223
812,-1089,-28449
512,-777,-30593
512,6416,16510
1792,-529,8383
256,-3937,-14193
784,-1649,4351
1024,-3873,4351
512,-513,-30593
24,772,-14225
280,-249,2048
288,-65,-7161
540,-993,-14129
768,-3185,8446
32,772,-30657
268,-449,-14097
784,-1017,-30657
1032,6928,16510
288,-525,-14193
780,-881,-28449
62,-373,-14225
772,5648,16510
780,-1985,-30465
36,1536,-30529
288,-65,-14161
56,-63,-7617
804,-1121,4223
288,2664,8255
776,-1921,-28641
772,7248,8958
48,-225,-14321
792,-865,4223
318,-1209,-28513
304,-1209,-28513
16,896,-14289
332,-1009,-28641
768,-913,-28641
316,-1249,-28641
304,-369,-7161
0,736,2048
528,-1921,-30465
316,-321,-7033
312,-497,-6969
14,1288,4223
44,1440,-30465
548,-993,-14129
776,-1529,-28385
540,-945,-28385
16,3072,8255
4,1080,-14129
560,2056,8255
256,-1401,4096
1288,-1537,4351
0,1760,-14097
16,768,-14321
48,-271,-3585
768,-2129,8383
552,-2641,16510
328,-1249,-28641
780,-993,-28193
